player,nationality,position,age,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,matches,team
Scott McTominay,sco SCO,MF,22,19.7,816,995,82.0,16600,4078,10,27,37.0,586,684,85.7,220,284,77.5,1,0.7,+0.3,14,88,11,2,88,Matches,Manchester Utd
Luke Shaw,eng ENG,DF,24,19.3,1121,1296,86.5,16834,6221,18,44,40.9,1010,1104,91.5,93,148,62.8,0,1.3,-1.3,20,60,25,6,136,Matches,Manchester Utd
Nemanja Matić,rs SRB,MF,30,17.6,1095,1240,88.3,20186,5087,9,27,33.3,850,925,91.9,236,288,81.9,2,1.3,+0.7,17,118,12,1,100,Matches,Manchester Utd
Andreas Pereira,br BRA,"MF,FW",23,16.5,566,770,73.5,9868,2763,13,37,35.1,454,544,83.5,99,189,52.4,3,4.0,-1.0,31,54,17,4,83,Matches,Manchester Utd
Bruno Fernandes,pt POR,MF,24,13.2,608,853,71.3,11698,3233,6,38,15.8,463,564,82.1,139,251,55.4,7,2.6,+4.4,34,72,23,2,100,Matches,Manchester Utd
Paul Pogba,fr FRA,MF,26,13.4,880,1026,85.8,17760,4795,12,32,37.5,652,727,89.7,216,267,80.9,3,2.7,+0.3,27,118,29,1,116,Matches,Manchester Utd
Mason Greenwood,eng ENG,FW,17,14.7,416,488,85.2,6406,1164,14,26,53.8,355,396,89.6,47,66,71.2,1,0.7,+0.3,13,21,9,1,28,Matches,Manchester Utd
Brandon Williams,eng ENG,DF,18,11.2,531,636,83.5,8464,2692,7,18,38.9,455,514,88.5,69,104,66.3,0,0.6,-0.6,13,28,19,4,64,Matches,Manchester Utd
Ashley Young,eng ENG,DF,34,10.6,565,735,76.9,11171,4575,3,20,15.0,441,495,89.1,121,220,55.0,0,1.2,-1.2,17,58,12,2,119,Matches,Manchester Utd
Jesse Lingard,eng ENG,"MF,FW",26,10.4,351,409,85.8,5153,991,15,25,60.0,299,334,89.5,37,50,74.0,0,0.9,-0.9,17,31,11,0,33,Matches,Manchester Utd
Juan Mata,es ESP,"MF,FW",31,8.4,442,523,84.5,7006,1623,6,24,25.0,376,404,93.1,60,95,63.2,2,1.9,+0.1,19,41,18,2,46,Matches,Manchester Utd
Axel Tuanzebe,eng ENG,DF,21,2.1,127,141,90.1,2333,660,1,3,33.3,102,110,92.7,24,28,85.7,0,0.0,0.0,0,8,0,0,7,Matches,Manchester Utd
Timothy Fosu-Mensah,nl NED,DF,21,1.5,62,73,84.9,1076,303,2,4,50.0,50,58,86.2,10,11,90.9,0,0.1,-0.1,2,2,0,0,7,Matches,Manchester Utd
Phil Jones,eng ENG,DF,27,1.5,79,89,88.8,1388,398,2,3,66.7,60,66,90.9,17,20,85.0,0,0.0,0.0,0,6,0,0,1,Matches,Manchester Utd
Eric Bailly,ci CIV,DF,25,1.7,64,72,88.9,1266,433,0,1,0.0,49,54,90.7,15,17,88.2,0,0.0,0.0,0,2,0,0,4,Matches,Manchester Utd
Marcos Rojo,ar ARG,DF,29,1.4,37,55,67.3,747,323,0,1,0.0,28,32,87.5,9,22,40.9,0,0.0,0.0,0,3,0,0,8,Matches,Manchester Utd
Diogo Dalot,pt POR,DF,20,0.7,51,64,79.7,887,248,1,2,50.0,40,47,85.1,10,15,66.7,0,0.0,0.0,0,1,0,0,2,Matches,Manchester Utd
Odion Ighalo,ng NGA,FW,30,1.1,21,23,91.3,279,22,0,0,,19,21,90.5,2,2,100.0,0,0.2,-0.2,2,1,1,0,1,Matches,Manchester Utd
Tahith Chong,nl NED,"FW,MF",19,0.4,9,14,64.3,136,35,0,2,0.0,9,11,81.8,0,1,0.0,0,0.0,0.0,0,0,0,0,2,Matches,Manchester Utd
Angel Gomes,eng ENG,MF,18,0.2,11,13,84.6,235,83,1,1,100.0,7,9,77.8,3,3,100.0,0,0.1,-0.1,2,1,2,0,3,Matches,Manchester Utd
James Garner,eng ENG,MF,18,0.1,15,15,100.0,253,44,0,0,,12,12,100.0,3,3,100.0,0,0.0,0.0,0,1,0,0,1,Matches,Manchester Utd
Martin Dúbravka,sk SVK,GK,30,38.0,595,1093,54.4,25708,19289,3,5,60.0,176,182,96.7,416,906,45.9,0,0.0,0.0,0,19,0,0,2,Matches,Newcastle Utd
Miguel Almirón,py PAR,"MF,FW",25,33.6,682,894,76.3,10800,2575,22,64,34.4,563,663,84.9,97,167,58.1,2,1.4,+0.6,27,40,24,4,73,Matches,Newcastle Utd
Joelinton,br BRA,FW,22,29.8,640,801,79.9,9487,1705,25,55,45.5,538,643,83.7,77,103,74.8,2,2.4,-0.4,28,43,12,2,54,Matches,Newcastle Utd
Federico Fernández,ar ARG,DF,30,29.1,907,1184,76.6,20097,8025,13,37,35.1,597,690,86.5,297,457,65.0,2,0.2,+1.8,3,42,7,4,74,Matches,Newcastle Utd
Isaac Hayden,eng ENG,MF,24,24.7,630,833,75.6,10884,2504,9,46,19.6,507,619,81.9,114,168,67.9,2,1.5,+0.5,15,40,13,7,55,Matches,Newcastle Utd
Jonjo Shelvey,eng ENG,MF,27,23.5,791,1091,72.5,19393,6386,7,27,25.9,479,556,86.2,305,508,60.0,2,3.7,-1.7,42,128,20,4,149,Matches,Newcastle Utd
Jamaal Lascelles,eng ENG,DF,25,23.1,669,811,82.5,14591,3589,10,22,45.5,433,505,85.7,226,284,79.6,0,0.1,-0.1,2,25,2,0,20,Matches,Newcastle Utd
Allan Saint-Maximin,fr FRA,"MF,FW",22,20.7,356,490,72.7,6374,1453,6,29,20.7,282,355,79.4,68,106,64.2,4,3.6,+0.4,34,25,15,5,49,Matches,Newcastle Utd
Fabian Schär,ch SUI,"DF,MF",27,18.6,576,767,75.1,14600,6231,6,15,40.0,346,393,88.0,224,359,62.4,0,0.1,-0.1,4,72,4,1,64,Matches,Newcastle Utd
Javier Manquillo,es ESP,DF,25,17.8,452,632,71.5,7518,2821,13,35,37.1,372,463,80.3,67,134,50.0,1,0.4,+0.6,6,27,5,4,61,Matches,Newcastle Utd
Jetro Willems,nl NED,DF,25,16.6,408,582,70.1,7490,3595,6,26,23.1,321,387,82.9,81,169,47.9,2,1.2,+0.8,16,30,13,5,80,Matches,Newcastle Utd
Sean Longstaff,eng ENG,MF,21,15.3,515,657,78.4,10161,2464,9,25,36.0,381,439,86.8,125,193,64.8,1,1.0,0.0,15,42,4,1,52,Matches,Newcastle Utd
Matt Ritchie,sco SCO,"DF,MF",29,14.6,474,691,68.6,9025,3676,9,34,26.5,362,421,86.0,103,236,43.6,1,2.2,-1.2,34,35,15,7,100,Matches,Newcastle Utd
Paul Dummett,wal WAL,DF,27,13.6,358,502,71.3,6793,3372,3,14,21.4,283,330,85.8,72,158,45.6,0,0.1,-0.1,4,46,4,3,48,Matches,Newcastle Utd
Ciaran Clark,ie IRL,DF,29,13.2,253,322,78.6,5411,2056,3,6,50.0,175,201,87.1,75,115,65.2,0,0.0,0.0,1,20,2,0,24,Matches,Newcastle Utd
Emil Krafth,se SWE,DF,24,11.3,316,433,73.0,5629,2656,4,20,20.0,262,314,83.4,50,99,50.5,1,0.4,+0.6,1,23,4,2,50,Matches,Newcastle Utd
DeAndre Yedlin,us USA,DF,26,10.4,228,316,72.2,3725,1543,6,16,37.5,185,226,81.9,37,74,50.0,0,0.3,-0.3,7,11,9,6,29,Matches,Newcastle Utd
Danny Rose,eng ENG,DF,29,9.6,325,419,77.6,5609,2140,6,19,31.6,275,310,88.7,44,90,48.9,0,0.2,-0.2,3,22,4,1,32,Matches,Newcastle Utd
Dwight Gayle,eng ENG,FW,28,9.4,110,150,73.3,1683,222,8,12,66.7,86,111,77.5,16,27,59.3,2,0.8,+1.2,5,6,1,1,9,Matches,Newcastle Utd
Nabil Bentaleb,dz ALG,MF,24,8.3,347,404,85.9,6806,1178,10,18,55.6,262,292,89.7,75,94,79.8,0,0.2,-0.2,8,22,2,1,15,Matches,Newcastle Utd
Christian Atsu,gh GHA,"FW,MF",27,8.3,163,208,78.4,2588,560,6,14,42.9,132,150,88.0,25,44,56.8,3,0.9,+2.1,13,2,11,4,21,Matches,Newcastle Utd
Matthew Longstaff,eng ENG,MF,19,6.4,193,237,81.4,3607,653,3,8,37.5,145,167,86.8,45,62,72.6,0,0.2,-0.2,3,12,4,1,13,Matches,Newcastle Utd
Andy Carroll,eng ENG,FW,30,7.0,134,207,64.7,2212,482,7,15,46.7,104,150,69.3,23,42,54.8,4,1.7,+2.3,11,12,9,2,17,Matches,Newcastle Utd
Valentino Lazaro,at AUT,"DF,MF",23,5.3,158,194,81.4,2664,1051,5,7,71.4,127,138,92.0,26,49,53.1,0,0.2,-0.2,6,8,4,1,12,Matches,Newcastle Utd
Florian Lejeune,fr FRA,DF,28,4.9,136,187,72.7,2876,1077,0,3,0.0,97,117,82.9,39,67,58.2,0,0.1,-0.1,1,9,0,0,13,Matches,Newcastle Utd
Yoshinori Mutō,jp JPN,"FW,MF",27,2.4,26,31,83.9,390,132,1,2,50.0,22,25,88.0,3,4,75.0,0,0.1,-0.1,2,1,2,1,5,Matches,Newcastle Utd
Ki Sung-yueng,kr KOR,MF,30,1.5,59,67,88.1,1266,270,2,2,100.0,36,41,87.8,21,24,87.5,0,0.1,-0.1,2,4,0,0,5,Matches,Newcastle Utd
Kelland Watts,eng ENG,DF,19,0.2,1,4,25.0,17,3,0,0,,1,1,100.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0,Matches,Newcastle Utd
Max Aarons,eng ENG,DF,19,36.0,1316,1684,78.1,20283,6833,32,96,33.3,1135,1315,86.3,149,273,54.6,1,3.4,-2.4,24,44,32,13,123,Matches,Norwich City
Tim Krul,nl NED,GK,31,36.0,1046,1550,67.5,32750,19184,1,5,20.0,477,480,99.4,568,1065,53.3,0,0.0,0.0,0,11,0,0,3,Matches,Norwich City
Teemu Pukki,fi FIN,FW,29,32.1,421,522,80.7,5880,672,21,50,42.0,352,410,85.9,48,62,77.4,3,3.1,-0.1,28,13,6,2,18,Matches,Norwich City
Kenny McLean,sco SCO,MF,27,33.0,1324,1689,78.4,23421,7801,33,72,45.8,1039,1215,85.5,252,402,62.7,1,2.1,-1.1,26,130,19,5,161,Matches,Norwich City
Ben Godfrey,eng ENG,DF,21,29.4,1413,1606,88.0,30189,8596,10,28,35.7,980,1050,93.3,423,528,80.1,0,0.1,-0.1,3,76,2,0,62,Matches,Norwich City
Todd Cantwell,eng ENG,"FW,MF",21,27.7,884,1106,79.9,13330,3041,38,74,51.4,744,860,86.5,102,172,59.3,2,2.7,-0.7,36,72,21,1,81,Matches,Norwich City
Emi Buendía,ar ARG,"FW,MF",22,27.4,1144,1534,74.6,20521,7001,31,77,40.3,866,1021,84.8,247,436,56.7,7,7.2,-0.2,79,145,58,4,220,Matches,Norwich City
Alexander Tettey,no NOR,"MF,DF",33,26.0,1100,1242,88.6,19202,4074,13,32,40.6,895,975,91.8,192,235,81.7,1,0.8,+0.2,5,54,4,0,45,Matches,Norwich City
Jamal Lewis,nir NIR,DF,21,25.6,1036,1306,79.3,17173,6330,15,59,25.4,887,1023,86.7,134,224,59.8,0,1.0,-1.0,15,41,20,8,115,Matches,Norwich City
Christoph Zimmermann,de GER,DF,26,15.9,492,609,80.8,10845,3775,3,10,30.0,314,342,91.8,175,257,68.1,1,0.1,+0.9,1,23,1,0,29,Matches,Norwich City
Sam Byram,eng ENG,DF,25,14.4,625,763,81.9,9863,3368,14,32,43.8,529,600,88.2,82,131,62.6,0,0.5,-0.5,7,22,5,0,61,Matches,Norwich City
Onel Hernández,cu CUB,"FW,MF",26,15.4,248,335,74.0,3456,637,12,30,40.0,222,267,83.1,14,38,36.8,2,0.9,+1.1,18,7,10,3,19,Matches,Norwich City
Grant Hanley,sco SCO,DF,27,14.0,538,639,84.2,11532,3184,7,12,58.3,360,390,92.3,171,237,72.2,0,0.0,0.0,1,20,0,0,16,Matches,Norwich City
Marco Stiepermann,de GER,MF,28,13.1,291,405,71.9,4149,1193,15,41,36.6,243,302,80.5,33,62,53.2,0,0.5,-0.5,11,31,8,1,41,Matches,Norwich City
Tom Trybull,de GER,MF,26,12.6,551,597,92.3,9696,2562,6,12,50.0,454,477,95.2,91,108,84.3,0,0.1,-0.1,2,41,0,0,26,Matches,Norwich City
Ondrej Duda,sk SVK,MF,24,8.0,298,382,78.0,4770,1184,14,27,51.9,239,271,88.2,45,84,53.6,0,1.0,-1.0,14,17,10,2,37,Matches,Norwich City
Ibrahim Amadou,fr FRA,"DF,MF",26,8.4,310,361,85.9,6360,1790,2,6,33.3,219,244,89.8,89,111,80.2,0,0.0,0.0,1,14,1,0,11,Matches,Norwich City
Lukas Rupp,de GER,"FW,MF",28,7.7,196,260,75.4,2849,670,9,23,39.1,172,204,84.3,15,33,45.5,0,0.9,-0.9,8,13,4,1,13,Matches,Norwich City
Moritz Leitner,de GER,MF,26,7.6,472,553,85.4,7841,1732,12,23,52.2,390,430,90.7,70,100,70.0,0,0.3,-0.3,8,46,16,2,45,Matches,Norwich City
Timm Klose,ch SUI,DF,31,6.5,331,390,84.9,6617,1809,3,9,33.3,244,265,92.1,84,116,72.4,0,0.0,0.0,0,9,1,0,15,Matches,Norwich City
Mario Vrančić,ba BIH,MF,30,7.1,338,433,78.1,5888,1762,8,18,44.4,269,309,87.1,61,106,57.5,0,1.1,-1.1,8,32,6,0,49,Matches,Norwich City
Josip Drmić,ch SUI,"FW,MF",26,7.2,125,164,76.2,1674,187,7,14,50.0,107,125,85.6,11,25,44.0,0,0.4,-0.4,3,5,0,0,5,Matches,Norwich City
Adam Idah,ie IRL,"FW,MF",18,2.5,37,48,77.1,495,81,4,9,44.4,28,33,84.8,5,6,83.3,0,0.0,0.0,1,5,0,0,4,Matches,Norwich City
Michael McGovern,nir NIR,GK,35,1.8,31,51,60.8,826,541,2,2,100.0,16,16,100.0,13,33,39.4,0,0.0,0.0,0,0,0,0,0,Matches,Norwich City
Ralf Fährmann,de GER,GK,30,0.2,7,10,70.0,129,81,0,0,,5,5,100.0,2,5,40.0,0,0.0,0.0,0,0,0,0,0,Matches,Norwich City
Dennis Srbeny,de GER,"MF,FW",25,0.5,17,23,73.9,195,36,1,2,50.0,16,20,80.0,0,1,0.0,0,0.0,0.0,0,3,0,0,1,Matches,Norwich City
Josh Martin,eng ENG,FW,17,0.4,12,16,75.0,138,29,0,1,0.0,12,14,85.7,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches,Norwich City
Patrick Roberts,eng ENG,"MF,FW",22,0.3,7,10,70.0,128,22,0,0,,6,7,85.7,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches,Norwich City
Akin Famewo,eng ENG,MF,20,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Norwich City
Jordan Thomas,eng ENG,FW,,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Norwich City
George Baldock,eng ENG,DF,26,38.0,1173,1552,75.6,18040,6534,35,111,31.5,1001,1139,87.9,137,302,45.4,3,2.5,+0.5,27,61,45,28,168,Matches,Sheffield Utd
Enda Stevens,ie IRL,DF,29,37.2,1406,1897,74.1,24265,9846,17,99,17.2,1148,1346,85.3,241,452,53.3,4,4.5,-0.5,33,105,51,10,248,Matches,Sheffield Utd
Chris Basham,eng ENG,DF,31,36.0,1084,1461,74.2,20414,6624,29,61,47.5,814,996,81.7,241,404,59.7,1,1.0,0.0,12,67,12,7,91,Matches,Sheffield Utd
Oliver Norwood,nir NIR,MF,28,34.3,1664,2148,77.5,38890,11288,22,48,45.8,1085,1206,90.0,557,894,62.3,1,4.2,-3.2,50,230,36,12,257,Matches,Sheffield Utd
Dean Henderson,eng ENG,GK,22,36.0,424,1035,41.0,21129,17078,1,1,100.0,107,109,98.2,316,925,34.2,0,0.0,0.0,1,49,1,0,0,Matches,Sheffield Utd
John Egan,ie IRL,DF,26,35.4,1017,1212,83.9,24161,6506,10,20,50.0,603,671,89.9,404,521,77.5,0,0.1,-0.1,1,67,2,0,73,Matches,Sheffield Utd
Jack O'Connell,eng ENG,DF,25,32.4,1156,1555,74.3,24611,9775,9,43,20.9,822,956,86.0,325,556,58.5,1,2.1,-1.1,10,100,23,4,132,Matches,Sheffield Utd
John Fleck,sco SCO,MF,27,28.0,854,1164,73.4,15203,4967,31,79,39.2,663,775,85.5,160,310,51.6,2,3.4,-1.4,38,91,33,7,130,Matches,Sheffield Utd
John Lundstram,eng ENG,MF,25,27.3,966,1202,80.4,18416,3844,21,55,38.2,722,844,85.5,223,303,73.6,3,2.4,+0.6,19,77,31,6,94,Matches,Sheffield Utd
Oliver McBurnie,sco SCO,FW,23,23.5,407,630,64.6,5909,1562,16,51,31.4,350,512,68.4,41,67,61.2,0,1.5,-1.5,12,27,13,0,50,Matches,Sheffield Utd
David McGoldrick,ie IRL,FW,31,20.2,475,623,76.2,7899,1289,8,30,26.7,394,483,81.6,73,110,66.4,2,2.1,-0.1,16,27,9,3,36,Matches,Sheffield Utd
Sander Berge,no NOR,MF,21,10.5,298,386,77.2,5251,1145,5,23,21.7,233,280,83.2,60,83,72.3,1,0.4,+0.6,2,30,9,2,31,Matches,Sheffield Utd
Lys Mousset,fr FRA,FW,23,13.8,176,239,73.6,2351,394,5,20,25.0,157,197,79.7,14,22,63.6,4,2.5,+1.5,11,9,5,1,15,Matches,Sheffield Utd
Billy Sharp,eng ENG,FW,33,11.7,162,222,73.0,2388,484,5,20,25.0,146,183,79.8,11,19,57.9,2,2.6,-0.6,15,6,8,2,17,Matches,Sheffield Utd
Callum Robinson,ie IRL,FW,24,7.5,117,155,75.5,1785,293,5,10,50.0,97,120,80.8,15,25,60.0,1,0.5,+0.5,4,5,3,1,7,Matches,Sheffield Utd
Ben Osborn,eng ENG,"MF,DF",24,6.6,179,259,69.1,2906,738,6,18,33.3,144,175,82.3,29,66,43.9,0,0.9,-0.9,7,11,5,2,16,Matches,Sheffield Utd
Jack Robinson,eng ENG,DF,25,5.6,193,257,75.1,3937,1461,2,9,22.2,138,159,86.8,53,89,59.6,0,0.2,-0.2,2,18,1,1,19,Matches,Sheffield Utd
Luke Freeman,eng ENG,MF,27,4.1,110,150,73.3,1584,483,4,14,28.6,94,114,82.5,12,22,54.5,0,0.3,-0.3,3,7,4,3,15,Matches,Sheffield Utd
Muhamed Bešić,ba BIH,MF,26,2.8,86,106,81.1,1516,328,1,5,20.0,66,76,86.8,19,25,76.0,0,0.1,-0.1,1,6,2,0,10,Matches,Sheffield Utd
Phil Jagielka,eng ENG,DF,36,2.7,59,74,79.7,1224,349,0,0,,44,47,93.6,15,27,55.6,0,0.0,0.0,0,2,1,1,4,Matches,Sheffield Utd
Simon Moore,eng ENG,GK,29,2.0,19,48,39.6,946,736,0,0,,4,4,100.0,15,44,34.1,0,0.0,0.0,0,0,0,0,0,Matches,Sheffield Utd
Richairo Živković,nl NED,FW,22,1.2,16,18,88.9,242,25,1,1,100.0,13,14,92.9,2,3,66.7,0,0.2,-0.2,2,0,1,1,1,Matches,Sheffield Utd
Leon Clarke,eng ENG,"FW,MF",34,0.4,5,7,71.4,73,7,0,0,,4,6,66.7,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches,Sheffield Utd
Jack Rodwell,eng ENG,MF,28,0.2,2,2,100.0,40,4,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches,Sheffield Utd
Ravel Morrison,eng ENG,MF,26,0.1,4,6,66.7,53,30,0,1,0.0,4,5,80.0,0,0,,0,0.0,0.0,0,2,0,0,1,Matches,Sheffield Utd
Kieron Freeman,wal WAL,FW,27,0.1,2,2,100.0,28,6,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Sheffield Utd
James Ward-Prowse,eng ENG,"MF,DF",24,38.0,1458,1971,74.0,27741,8429,35,74,47.3,1094,1264,86.6,329,633,52.0,3,5.2,-2.2,61,134,34,5,224,Matches,Southampton
Jan Bednarek,pl POL,DF,23,34.0,1143,1434,79.7,23194,7622,12,30,40.0,829,954,86.9,302,450,67.1,1,0.1,+0.9,2,66,2,0,73,Matches,Southampton
Danny Ings,eng ENG,FW,27,31.2,437,678,64.5,6762,1798,23,58,39.7,350,483,72.5,64,137,46.7,2,2.7,-0.7,34,39,27,7,72,Matches,Southampton
Nathan Redmond,eng ENG,"MF,FW",25,30.7,781,1061,73.6,13247,3054,28,67,41.8,622,766,81.2,131,228,57.5,4,3.1,+0.9,37,45,38,5,101,Matches,Southampton
Ryan Bertrand,eng ENG,DF,29,30.5,1244,1656,75.1,20897,8987,29,90,32.2,1020,1209,84.4,195,357,54.6,1,3.6,-2.6,34,106,34,16,243,Matches,Southampton
Pierre Højbjerg,dk DEN,MF,23,30.6,1413,1810,78.1,26872,6912,22,59,37.3,1074,1277,84.1,317,474,66.9,1,2.0,-1.0,30,144,33,5,145,Matches,Southampton
Alex McCarthy,eng ENG,GK,29,28.0,441,815,54.1,17431,12921,1,2,50.0,163,168,97.0,277,645,42.9,0,0.0,0.0,1,27,1,0,0,Matches,Southampton
Jack Stephens,eng ENG,DF,25,27.2,906,1199,75.6,20756,7435,10,27,37.0,577,661,87.3,319,511,62.4,3,1.2,+1.8,8,84,10,0,90,Matches,Southampton
Oriol Romeu,es ESP,MF,27,20.7,866,1038,83.4,16422,4000,14,26,53.8,665,762,87.3,187,250,74.8,0,1.2,-1.2,17,85,16,3,90,Matches,Southampton
Stuart Armstrong,sco SCO,MF,27,19.1,466,612,76.1,7277,2375,17,49,34.7,388,469,82.7,61,94,64.9,3,1.1,+1.9,16,33,24,4,67,Matches,Southampton
Jannik Vestergaard,dk DEN,DF,26,16.6,641,799,80.2,12888,4173,11,15,73.3,474,540,87.8,156,244,63.9,0,0.1,-0.1,4,58,4,0,47,Matches,Southampton
Cédric Soares,pt POR,DF,27,14.5,522,724,72.1,9101,4205,9,22,40.9,425,506,84.0,88,196,44.9,1,1.2,-0.2,14,35,19,12,94,Matches,Southampton
Shane Long,ie IRL,FW,32,15.5,226,405,55.8,2946,786,15,42,35.7,196,323,60.7,15,40,37.5,2,1.4,+0.6,15,17,9,4,32,Matches,Southampton
Che Adams,eng ENG,FW,23,12.3,184,265,69.4,2932,632,10,26,38.5,150,196,76.5,24,43,55.8,2,1.3,+0.7,11,12,3,0,21,Matches,Southampton
Moussa Djenepo,ml MLI,"MF,DF",21,10.3,191,264,72.3,2736,894,8,21,38.1,166,205,81.0,17,38,44.7,2,1.3,+0.7,13,11,15,2,33,Matches,Southampton
Angus Gunn,eng ENG,GK,23,10.0,111,256,43.4,4114,2955,0,0,,47,47,100.0,64,209,30.6,0,0.0,0.0,0,6,1,0,0,Matches,Southampton
Yan Valery,fr FRA,DF,20,8.7,198,318,62.3,3316,1244,3,16,18.8,164,215,76.3,31,87,35.6,0,0.8,-0.8,2,6,2,1,41,Matches,Southampton
Sofiane Boufal,ma MAR,"MF,FW",25,8.5,247,325,76.0,3762,1066,5,15,33.3,210,255,82.4,32,55,58.2,2,2.7,-0.7,15,18,15,3,32,Matches,Southampton
Michael Obafemi,ie IRL,FW,19,7.4,112,144,77.8,1435,216,9,20,45.0,92,112,82.1,11,12,91.7,2,1.2,+0.8,10,2,2,0,5,Matches,Southampton
Kyle Walker-Peters,eng ENG,DF,22,7.8,337,436,77.3,5293,1548,8,25,32.0,291,337,86.4,38,74,51.4,0,0.5,-0.5,4,16,9,0,26,Matches,Southampton
Maya Yoshida,jp JPN,DF,30,6.2,207,247,83.8,4034,1317,3,4,75.0,151,167,90.4,53,76,69.7,0,0.0,0.0,0,10,1,0,12,Matches,Southampton
William Smallbone,ie IRL,MF,19,4.4,175,210,83.3,3121,666,3,7,42.9,138,161,85.7,34,42,81.0,2,0.3,+1.7,3,12,3,1,15,Matches,Southampton
Kevin Danso,at AUT,DF,20,3.1,115,159,72.3,2054,902,0,3,0.0,93,109,85.3,22,47,46.8,1,0.2,+0.8,1,10,2,1,14,Matches,Southampton
Jake Vokins,eng ENG,DF,19,1.0,60,73,82.2,958,340,2,3,66.7,48,55,87.3,10,15,66.7,0,0.1,-0.1,1,7,2,1,5,Matches,Southampton
Nathan Tella,eng ENG,FW,20,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,Southampton
Toby Alderweireld,be BEL,DF,30,32.9,1567,1895,82.7,37306,9753,10,26,38.5,968,1040,93.1,589,829,71.0,2,1.1,+0.9,11,131,17,1,89,Matches,Tottenham
Serge Aurier,ci CIV,DF,26,30.0,1262,1654,76.3,20964,7401,17,79,21.5,1076,1256,85.7,169,319,53.0,5,3.0,+2.0,30,64,39,16,162,Matches,Tottenham
Harry Kane,eng ENG,FW,26,28.7,394,592,66.6,6928,1845,13,49,26.5,297,400,74.3,84,143,58.7,2,2.5,-0.5,24,48,17,3,67,Matches,Tottenham
Son Heung-min,kr KOR,"FW,MF",27,27.5,705,882,79.9,11216,2546,17,54,31.5,582,656,88.7,106,172,61.6,10,6.8,+3.2,43,45,26,3,84,Matches,Tottenham
Moussa Sissoko,fr FRA,MF,29,27.2,1106,1279,86.5,19228,3955,31,52,59.6,881,987,89.3,194,240,80.8,1,1.0,0.0,16,73,13,3,95,Matches,Tottenham
Davinson Sánchez,co COL,DF,23,27.0,1298,1496,86.8,28022,8017,6,24,25.0,890,960,92.7,402,512,78.5,0,0.0,0.0,1,48,0,0,60,Matches,Tottenham
Harry Winks,eng ENG,MF,23,24.7,1466,1656,88.5,28421,7482,21,35,60.0,1091,1176,92.8,354,445,79.6,0,1.1,-1.1,18,149,16,2,152,Matches,Tottenham
Lucas Moura,br BRA,"FW,MF",26,24.9,581,799,72.7,8734,2503,15,57,26.3,503,621,81.0,63,121,52.1,4,2.4,+1.6,32,43,32,3,84,Matches,Tottenham
Dele Alli,eng ENG,"MF,FW",23,20.5,621,805,77.1,10289,2384,15,59,25.4,496,584,84.9,110,162,67.9,4,2.0,+2.0,22,41,24,0,67,Matches,Tottenham
Hugo Lloris,fr FRA,GK,32,20.1,395,568,69.5,13104,8620,3,3,100.0,179,181,98.9,213,384,55.5,0,0.0,0.0,0,10,0,0,0,Matches,Tottenham
Jan Vertonghen,be BEL,DF,32,18.3,930,1112,83.6,19288,5952,5,23,21.7,677,746,90.8,248,343,72.3,1,0.9,+0.1,3,56,0,0,59,Matches,Tottenham
Paulo Gazzaniga,ar ARG,GK,27,17.9,319,516,61.8,9683,6264,0,0,,185,186,99.5,134,330,40.6,0,0.3,-0.3,1,6,0,0,0,Matches,Tottenham
Ben Davies,wal WAL,DF,26,15.9,730,956,76.4,13128,5290,14,40,35.0,588,699,84.1,128,217,59.0,0,0.6,-0.6,10,62,9,6,91,Matches,Tottenham
Giovani Lo Celso,ar ARG,"MF,FW",23,16.6,832,1005,82.8,15375,3977,18,36,50.0,638,712,89.6,176,257,68.5,2,2.0,0.0,29,91,27,2,103,Matches,Tottenham
Eric Dier,eng ENG,"DF,MF",25,14.9,713,876,81.4,15425,4283,13,20,65.0,463,538,86.1,237,318,74.5,2,0.1,+1.9,4,56,3,0,45,Matches,Tottenham
Érik Lamela,ar ARG,"MF,FW",27,13.5,469,596,78.7,7262,1413,20,44,45.5,385,437,88.1,64,115,55.7,1,1.6,-0.6,17,27,19,1,51,Matches,Tottenham
Tanguy Ndombele,fr FRA,MF,22,11.2,532,629,84.6,9407,2733,17,31,54.8,419,474,88.4,96,124,77.4,2,1.2,+0.8,13,47,10,0,61,Matches,Tottenham
